n,p,lambda,rho,S
100000,5e-05,2.5,4,0.03675
100000,5e-05,9.2,4,0.00912
100000,5e-05,2.8,4,0.99997
100000,5e-05,4.4,4,0.01619
100000,5e-05,8.1,4,0.01003
100000,5e-05,4.3,4,0.01698
100000,5e-05,2.2,4,0.04704
100000,5e-05,2.7,4,0.03149
100000,5e-05,1.1,4,0.99999
100000,5e-05,7.1,4,0.01125
100000,5e-05,4.8,4,0.0147
100000,5e-05,0.2,4,0.99999
100000,5e-05,0.5,4,0.99999
100000,5e-05,1.2,4,0.99999
100000,5e-05,8.9,4,0.00963
100000,5e-05,6.3,4,0.0124
100000,5e-05,0.8,4,0.99999
100000,5e-05,3.7,4,0.01996
100000,5e-05,8.7,4,0.01044
100000,5e-05,1.8,4,0.07203
100000,5e-05,4.0,4,0.01812
100000,5e-05,1.2,4,0.99818
100000,5e-05,8.5,4,0.01
100000,5e-05,3.9,4,0.0192
100000,5e-05,3.7,4,0.0202
100000,5e-05,6.8,4,0.01124
100000,5e-05,5.6,4,0.99999
100000,5e-05,4.0,4,0.01813
100000,5e-05,9.0,4,0.00979
100000,5e-05,7.8,4,0.99998
100000,5e-05,2.2,4,0.045
100000,5e-05,2.6,4,0.03348
100000,5e-05,9.1,4,0.00996
100000,5e-05,9.6,4,0.00929
100000,5e-05,6.5,4,0.01157
100000,5e-05,4.7,4,0.0157
100000,5e-05,1.9,4,0.99999
100000,5e-05,6.1,4,0.01193
100000,5e-05,1.5,4,0.1289
100000,5e-05,4.9,4,0.01536
100000,5e-05,9.7,4,0.00945
100000,5e-05,4.1,4,0.01693
100000,5e-05,4.8,4,0.99998
100000,5e-05,0.8,4,0.99998
100000,5e-05,9.1,4,0.00941
100000,5e-05,9.2,4,0.01053
100000,5e-05,4.1,4,0.99998
100000,5e-05,5.8,4,0.01384
100000,5e-05,6.8,4,0.01131
100000,5e-05,3.5,4,0.99998
100000,5e-05,0.6,4,0.99999
100000,5e-05,5.1,4,0.01391
100000,5e-05,6.6,4,0.01221
100000,5e-05,0.7,4,0.99999
100000,5e-05,8.9,4,0.00939
100000,5e-05,0.5,4,0.99999
100000,5e-05,5.7,4,0.0123
100000,5e-05,2.9,4,0.99992
100000,5e-05,4.9,4,0.0151
100000,5e-05,4.9,4,0.01456
100000,5e-05,6.8,4,0.99998
100000,5e-05,9.6,4,0.00977
100000,5e-05,3.7,4,0.01996
100000,5e-05,2.2,4,0.0479
100000,5e-05,3.7,4,0.01982
100000,5e-05,0.9,4,0.99998
100000,5e-05,5.0,4,0.01505
100000,5e-05,1.4,4,0.99955
100000,5e-05,8.7,4,0.00926
100000,5e-05,2.1,4,0.99999
100000,5e-05,4.6,4,0.01653
100000,5e-05,4.9,4,0.01547
100000,5e-05,9.0,4,0.00954
100000,5e-05,4.9,4,0.01446
100000,5e-05,9.5,4,0.01013
100000,5e-05,3.3,4,0.02354
100000,5e-05,0.9,4,0.99999
100000,5e-05,7.7,4,0.011
100000,5e-05,3.8,4,0.99996
100000,5e-05,3.0,4,0.02581
100000,5e-05,2.9,4,0.02738
100000,5e-05,4.8,4,0.01439
100000,5e-05,2.9,4,0.99999
100000,5e-05,1.8,4,0.07408
100000,5e-05,6.8,4,0.01173
100000,5e-05,5.0,4,0.01508
100000,5e-05,2.4,4,0.99995
100000,5e-05,4.1,4,0.01815
100000,5e-05,0.1,4,0.99999
100000,5e-05,3.0,4,0.02664
100000,5e-05,9.0,4,0.0097
100000,5e-05,4.8,4,0.01602
100000,5e-05,4.4,4,0.01606
100000,5e-05,5.7,4,0.0129
100000,5e-05,3.0,4,0.02658
100000,5e-05,0.5,4,0.99999
100000,5e-05,6.3,4,0.01174
100000,5e-05,1.3,4,0.99999
100000,5e-05,3.0,4,0.02708
100000,5e-05,10.0,4,0.00927
100000,5e-05,2.5,4,0.0362
100000,5e-05,7.0,4,0.01083
100000,5e-05,7.9,4,0.01023
100000,5e-05,5.4,4,0.01363
100000,5e-05,7.9,4,0.01026
100000,5e-05,7.9,4,0.0105
100000,5e-05,9.5,4,0.00969
100000,5e-05,0.1,4,0.99999
100000,5e-05,6.7,4,0.01198
100000,5e-05,4.4,4,0.99999
100000,5e-05,8.4,4,0.00901
100000,5e-05,3.8,4,0.01915
100000,5e-05,9.6,4,0.00913
100000,5e-05,1.5,4,0.99999
100000,5e-05,2.0,4,0.99991
100000,5e-05,4.5,4,0.0159
100000,5e-05,2.0,4,0.05841
100000,5e-05,9.3,4,0.99999
100000,5e-05,9.5,4,0.00937
100000,5e-05,2.9,4,0.02801
100000,5e-05,2.6,4,0.03307
100000,5e-05,6.8,4,0.01078
100000,5e-05,3.0,4,0.99998
100000,5e-05,6.1,4,0.01153
100000,5e-05,2.6,4,0.03271
100000,5e-05,6.6,4,0.01179
100000,5e-05,3.0,4,0.99999
100000,5e-05,4.1,4,0.01828
100000,5e-05,2.8,4,0.03054
100000,5e-05,1.1,4,0.99999
100000,5e-05,0.5,4,0.99999
100000,5e-05,4.8,4,0.01462
100000,5e-05,4.9,4,0.01485
100000,5e-05,9.8,4,0.00943
100000,5e-05,9.0,4,0.00978
100000,5e-05,2.2,4,0.99999
100000,5e-05,4.0,4,0.01807
100000,5e-05,6.3,4,0.01171
100000,5e-05,0.2,4,0.99999
100000,5e-05,8.1,4,0.00999
100000,5e-05,3.9,4,0.01867
100000,5e-05,3.8,4,0.01959
100000,5e-05,7.3,4,0.01079
100000,5e-05,2.9,4,0.02875
100000,5e-05,2.3,4,0.04268
100000,5e-05,0.4,4,0.99999
100000,5e-05,0.5,4,0.99996
100000,5e-05,7.8,4,0.01088
100000,5e-05,4.5,4,0.01621
100000,5e-05,1.4,4,0.99997
100000,5e-05,5.2,4,0.01431
100000,5e-05,9.0,4,0.00997
100000,5e-05,1.7,4,0.99999
100000,5e-05,9.0,4,0.01007
100000,5e-05,2.6,4,0.03474
100000,5e-05,6.8,4,0.01121
100000,5e-05,4.1,4,0.01827
100000,5e-05,4.2,4,0.01671
100000,5e-05,5.1,4,0.01349
100000,5e-05,6.2,4,0.99999
100000,5e-05,3.7,4,0.01931
100000,5e-05,4.7,4,0.01576
100000,5e-05,9.2,4,0.01028
100000,5e-05,6.3,4,0.01245
100000,5e-05,8.8,4,0.99999
100000,5e-05,9.7,4,0.00942
100000,5e-05,1.4,4,0.99995
100000,5e-05,4.0,4,0.01881
100000,5e-05,4.7,4,0.0159
100000,5e-05,6.9,4,0.01068
100000,5e-05,4.3,4,0.0169
100000,5e-05,1.2,4,0.99995
100000,5e-05,1.2,4,0.99998
100000,5e-05,4.4,4,0.01663
100000,5e-05,5.6,4,0.0128
100000,5e-05,9.4,4,0.00958
100000,5e-05,9.6,4,0.00892
100000,5e-05,6.2,4,0.01166
100000,5e-05,7.6,4,0.01059
100000,5e-05,8.7,4,0.00994
100000,5e-05,5.9,4,0.01269
100000,5e-05,8.1,4,0.99999
100000,5e-05,3.9,4,0.99998
100000,5e-05,1.2,4,0.99993
100000,5e-05,6.4,4,0.01221
100000,5e-05,0.2,4,0.99999
100000,5e-05,5.7,4,0.01376
100000,5e-05,4.8,4,0.01438
100000,5e-05,8.6,4,0.00972
100000,5e-05,7.3,4,0.01111
100000,5e-05,0.7,4,0.99999
100000,5e-05,4.1,4,0.01804
100000,5e-05,3.6,4,0.0198
100000,5e-05,6.4,4,0.01183
100000,5e-05,1.4,4,0.99998
100000,5e-05,6.6,4,0.01173
100000,5e-05,8.2,4,0.01036
100000,5e-05,5.4,4,0.01363
100000,5e-05,3.1,4,0.99998
100000,5e-05,1.5,4,0.13031
100000,5e-05,7.7,4,0.01089
100000,5e-05,3.5,4,0.02184
100000,5e-05,9.5,4,0.00967
100000,5e-05,5.3,4,0.01355
100000,5e-05,3.3,4,0.02365
100000,5e-05,0.1,4,0.99999
100000,5e-05,9.5,4,0.00993
100000,5e-05,0.9,4,0.99996
100000,5e-05,1.7,4,0.08674
100000,5e-05,7.6,4,0.99998
100000,5e-05,3.0,4,0.0253
100000,5e-05,7.6,4,0.0109
100000,5e-05,5.6,4,0.0122
100000,5e-05,7.8,4,0.01041
100000,5e-05,2.8,4,0.02823
100000,5e-05,7.3,4,0.01111
100000,5e-05,1.9,4,0.99961
100000,5e-05,5.4,4,0.01423
100000,5e-05,8.4,4,0.01022
100000,5e-05,8.0,4,0.01045
100000,5e-05,9.8,4,0.00975
100000,5e-05,7.1,4,0.01077
100000,5e-05,9.3,4,0.01008
100000,5e-05,9.9,4,0.01025
100000,5e-05,8.0,4,0.01086
100000,5e-05,5.0,4,0.01407
100000,5e-05,7.6,4,0.01039
100000,5e-05,5.5,4,0.01321
100000,5e-05,3.2,4,0.99999
100000,5e-05,0.2,4,0.99999
100000,5e-05,4.9,4,0.01422
100000,5e-05,8.6,4,0.99999
100000,5e-05,0.4,4,0.99999
100000,5e-05,9.4,4,0.00962
100000,5e-05,2.1,4,0.9999
100000,5e-05,8.9,4,0.00915
100000,5e-05,2.2,4,0.04727
100000,5e-05,2.1,4,0.05062
100000,5e-05,3.6,4,0.99999
100000,5e-05,7.9,4,0.01042
100000,5e-05,8.7,4,0.00967
100000,5e-05,10.0,4,0.99998
100000,5e-05,2.1,4,0.99998
100000,5e-05,8.8,4,0.00964
100000,5e-05,6.7,4,0.01078
100000,5e-05,9.7,4,0.00891
100000,5e-05,6.9,4,0.01114
100000,5e-05,5.1,4,0.01427
100000,5e-05,1.0,4,0.99999
100000,5e-05,5.2,4,0.01432
100000,5e-05,6.6,4,0.01139
100000,5e-05,3.9,4,0.01852
100000,5e-05,3.7,4,0.01949
100000,5e-05,1.5,4,0.99999
100000,5e-05,2.6,4,0.03317
100000,5e-05,8.1,4,0.00987
100000,5e-05,1.9,4,0.99997
100000,5e-05,2.8,4,0.99999
100000,5e-05,8.7,4,0.01022
100000,5e-05,2.3,4,0.04266
100000,5e-05,7.0,4,0.99999
100000,5e-05,2.7,4,0.03141
100000,5e-05,3.8,4,0.01959
100000,5e-05,8.6,4,0.00988
100000,5e-05,2.7,4,0.03165
100000,5e-05,2.7,4,0.03272
100000,5e-05,6.3,4,0.01297
100000,5e-05,6.0,4,0.01244
100000,5e-05,6.5,4,0.99998
100000,5e-05,9.4,4,0.00941
100000,5e-05,1.7,4,0.99999
100000,5e-05,0.1,4,0.99999
100000,5e-05,5.2,4,0.99999
100000,5e-05,1.0,4,0.99999
100000,5e-05,0.9,4,0.99999
100000,5e-05,7.2,4,0.01124
100000,5e-05,7.2,4,0.01066
100000,5e-05,6.3,4,0.01185
100000,5e-05,9.0,4,0.00965
100000,5e-05,7.3,4,0.99998
100000,5e-05,8.4,4,0.0102
100000,5e-05,7.6,4,0.01088
100000,5e-05,4.3,4,0.01653
100000,5e-05,6.5,4,0.01132
100000,5e-05,6.7,4,0.01173
100000,5e-05,4.9,4,0.01471
100000,5e-05,3.3,4,0.02261
100000,5e-05,4.3,4,0.0174
100000,5e-05,7.2,4,0.01145
100000,5e-05,8.5,4,0.00991
100000,5e-05,2.4,4,0.99997
100000,5e-05,6.1,4,0.01228
100000,5e-05,7.7,4,0.01051
100000,5e-05,3.9,4,0.99997
100000,5e-05,7.9,4,0.01047
100000,5e-05,9.6,4,0.00998
100000,5e-05,3.8,4,0.99999
100000,5e-05,9.2,4,0.01033
100000,5e-05,0.2,4,0.99999
100000,5e-05,1.8,4,0.99998
100000,5e-05,3.8,4,0.0191
100000,5e-05,3.0,4,0.02646
100000,5e-05,4.0,4,0.01839
100000,5e-05,6.5,4,0.01165
100000,5e-05,6.0,4,0.01262
100000,5e-05,4.3,4,0.01717
100000,5e-05,7.1,4,0.01083
100000,5e-05,6.8,4,0.99999
100000,5e-05,2.0,4,0.99998
100000,5e-05,4.1,4,0.99999
100000,5e-05,0.7,4,0.99995
100000,5e-05,5.7,4,0.99999
100000,5e-05,9.2,4,0.0095
100000,5e-05,3.1,4,0.02591
100000,5e-05,1.7,4,0.99998
100000,5e-05,7.1,4,0.01096
100000,5e-05,0.4,4,0.99999
100000,5e-05,0.3,4,0.99998
100000,5e-05,8.7,4,0.0097
100000,5e-05,9.4,4,0.0096
100000,5e-05,4.8,4,0.99999
100000,5e-05,0.3,4,0.99999
100000,5e-05,6.4,4,0.01188
100000,5e-05,0.9,4,0.99992
100000,5e-05,3.5,4,0.02086
100000,5e-05,8.0,4,0.0108
100000,5e-05,0.2,4,0.99999
100000,5e-05,6.8,4,0.01102
100000,5e-05,6.8,4,0.01167
100000,5e-05,1.6,4,0.99999
100000,5e-05,0.0,4,0.99999
100000,5e-05,2.0,4,0.99998
100000,5e-05,7.0,4,0.99999
100000,5e-05,2.1,4,0.05091
100000,5e-05,0.9,4,0.99999
100000,5e-05,6.5,4,0.01203
100000,5e-05,3.7,4,0.02032
100000,5e-05,4.8,4,0.01486
100000,5e-05,2.0,4,0.99999
100000,5e-05,7.5,4,0.01054
100000,5e-05,8.0,4,0.0101
100000,5e-05,4.7,4,0.99999
100000,5e-05,3.9,4,0.99999
100000,5e-05,4.3,4,0.01715
100000,5e-05,7.3,4,0.01046
100000,5e-05,8.2,4,0.00994
100000,5e-05,8.8,4,0.99997
100000,5e-05,9.3,4,0.00945
100000,5e-05,7.2,4,0.01099
100000,5e-05,5.8,4,0.01289
100000,5e-05,6.7,4,0.01199
100000,5e-05,7.0,4,0.01077
100000,5e-05,3.4,4,0.02215
100000,5e-05,3.1,4,0.02604
100000,5e-05,1.6,4,0.10422
100000,5e-05,1.8,4,0.99999
100000,5e-05,9.4,4,0.00958
100000,5e-05,0.3,4,0.99999
100000,5e-05,2.4,4,0.99998
100000,5e-05,2.7,4,0.0341
100000,5e-05,9.6,4,0.99999
100000,5e-05,9.7,4,0.00945
100000,5e-05,8.4,4,0.0107
100000,5e-05,2.9,4,0.02747
100000,5e-05,0.2,4,0.99999
100000,5e-05,8.2,4,0.0101
100000,5e-05,1.9,4,0.06468
100000,5e-05,7.2,4,0.01066
100000,5e-05,2.6,4,0.99999
100000,5e-05,5.0,4,0.01433
100000,5e-05,0.0,4,0.99999
100000,5e-05,1.3,4,0.9997
100000,5e-05,1.4,4,0.99999
100000,5e-05,6.3,4,0.01186
100000,5e-05,9.5,4,0.00961
100000,5e-05,2.7,4,0.99998
100000,5e-05,4.1,4,0.01786
100000,5e-05,8.5,4,0.00953
100000,5e-05,2.4,4,0.03975
100000,5e-05,8.8,4,0.00935
100000,5e-05,4.0,4,0.01752
100000,5e-05,9.1,4,0.0099
100000,5e-05,4.7,4,0.01512
100000,5e-05,2.2,4,0.0454
100000,5e-05,5.5,4,0.01362
100000,5e-05,1.7,4,0.0835
100000,5e-05,4.5,4,0.01595
100000,5e-05,6.6,4,0.01141
100000,5e-05,9.1,4,0.01032
100000,5e-05,9.7,4,0.01006
100000,5e-05,9.1,4,0.00979
100000,5e-05,9.4,4,0.00943
100000,5e-05,7.5,4,0.01036
100000,5e-05,5.2,4,0.01488
100000,5e-05,4.3,4,0.01663
100000,5e-05,7.7,4,0.01003
100000,5e-05,5.7,4,0.01247
100000,5e-05,6.1,4,0.01264
100000,5e-05,1.1,4,0.99986
100000,5e-05,9.2,4,0.99999
100000,5e-05,9.4,4,0.00972
100000,5e-05,2.0,4,0.05705
100000,5e-05,1.7,4,0.08412
100000,5e-05,3.4,4,0.02159
100000,5e-05,0.8,4,0.99999
100000,5e-05,8.4,4,0.00973
100000,5e-05,4.9,4,0.01492
100000,5e-05,8.3,4,0.01011
100000,5e-05,3.3,4,0.02316
100000,5e-05,4.0,4,0.99999
100000,5e-05,2.9,4,0.02816
100000,5e-05,3.4,4,0.02292
100000,5e-05,8.8,4,0.01009
100000,5e-05,7.1,4,0.01077
100000,5e-05,6.3,4,0.01174
100000,5e-05,6.4,4,0.0118
100000,5e-05,1.4,4,0.99999
100000,5e-05,9.5,4,0.00999
100000,5e-05,2.4,4,0.03913
100000,5e-05,9.3,4,0.00997
100000,5e-05,0.3,4,0.99999
100000,5e-05,3.3,4,0.02288
100000,5e-05,2.5,4,0.03748
100000,5e-05,10.0,4,0.00922
100000,5e-05,7.7,4,0.01123
100000,5e-05,7.7,4,0.01038
100000,5e-05,8.6,4,0.01008
100000,5e-05,5.1,4,0.0141
100000,5e-05,2.9,4,0.99995
100000,5e-05,9.5,4,0.00928
100000,5e-05,0.8,4,0.99999
100000,5e-05,8.0,4,0.01067
100000,5e-05,8.2,4,0.01009
100000,5e-05,7.8,4,0.01086
100000,5e-05,4.8,4,0.01582
100000,5e-05,7.3,4,0.0112
100000,5e-05,4.1,4,0.01828
100000,5e-05,5.0,4,0.01471
100000,5e-05,7.3,4,0.01125
100000,5e-05,2.8,4,0.02968
100000,5e-05,0.2,4,0.99999
100000,5e-05,4.0,4,0.01914
100000,5e-05,4.0,4,0.0184
100000,5e-05,6.5,4,0.99999
100000,5e-05,4.2,4,0.01731
100000,5e-05,5.9,4,0.01236
100000,5e-05,5.3,4,0.01345
100000,5e-05,7.0,4,0.01094
100000,5e-05,0.6,4,0.99998
100000,5e-05,9.8,4,0.00886
100000,5e-05,8.3,4,0.01027
100000,5e-05,4.1,4,0.01738
100000,5e-05,8.5,4,0.00987
100000,5e-05,4.6,4,0.01596
100000,5e-05,9.8,4,0.00963
100000,5e-05,9.6,4,0.00959
100000,5e-05,8.8,4,0.00898
100000,5e-05,3.4,4,0.02231
100000,5e-05,8.6,4,0.99999
100000,5e-05,1.7,4,0.99999
100000,5e-05,0.5,4,0.99999
100000,5e-05,1.5,4,0.99997
100000,5e-05,10.0,4,0.0092
100000,5e-05,3.2,4,0.02546
100000,5e-05,1.2,4,0.99999
100000,5e-05,9.0,4,0.00981
100000,5e-05,2.1,4,0.99999
100000,5e-05,1.7,4,0.99998
100000,5e-05,2.6,4,0.0349
100000,5e-05,8.1,4,0.00996
100000,5e-05,1.8,4,0.07461
100000,5e-05,4.0,4,0.01775
100000,5e-05,8.4,4,0.00991
100000,5e-05,6.5,4,0.01201
100000,5e-05,1.0,4,0.99847
100000,5e-05,9.8,4,0.00934
100000,5e-05,0.1,4,0.99999
100000,5e-05,6.7,4,0.99999
100000,5e-05,8.6,4,0.01014
100000,5e-05,9.2,4,0.00951
100000,5e-05,9.3,4,0.00867
100000,5e-05,9.0,4,0.00976
100000,5e-05,9.5,4,0.00928
100000,5e-05,8.4,4,0.00967
100000,5e-05,7.5,4,0.01118
100000,5e-05,7.0,4,0.01109
100000,5e-05,6.7,4,0.01194
100000,5e-05,8.2,4,0.01006
100000,5e-05,4.0,4,0.01805
100000,5e-05,7.1,4,0.01012
100000,5e-05,9.5,4,0.00956
100000,5e-05,7.4,4,0.01163
100000,5e-05,6.9,4,0.01083
100000,5e-05,5.7,4,0.01257
100000,5e-05,9.8,4,0.00914
100000,5e-05,5.5,4,0.0129
100000,5e-05,6.8,4,0.01187
100000,5e-05,8.5,4,0.01025
100000,5e-05,7.7,4,0.01065
100000,5e-05,0.4,4,0.99995
100000,5e-05,1.5,4,0.12843
100000,5e-05,3.2,4,0.02473
100000,5e-05,0.2,4,0.99998
100000,5e-05,1.2,4,0.99992
100000,5e-05,4.4,4,0.01654
100000,5e-05,6.5,4,0.0117
100000,5e-05,6.8,4,0.01239
100000,5e-05,0.5,4,0.99999
100000,5e-05,1.5,4,0.99817
100000,5e-05,9.3,4,0.00979
100000,5e-05,2.5,4,0.99996
100000,5e-05,7.8,4,0.01067
100000,5e-05,3.0,4,0.02651
100000,5e-05,1.6,4,0.99999
100000,5e-05,4.8,4,0.01571
100000,5e-05,8.4,4,0.01021
100000,5e-05,6.4,4,0.01179
100000,5e-05,1.1,4,0.99998
100000,5e-05,7.2,4,0.01082
100000,5e-05,5.7,4,0.01289
100000,5e-05,4.0,4,0.99999
100000,5e-05,9.6,4,0.00912
100000,5e-05,4.1,4,0.01766
100000,5e-05,0.8,4,0.99961
100000,5e-05,2.8,4,0.03075
100000,5e-05,3.0,4,0.02646
100000,5e-05,1.0,4,0.99997
100000,5e-05,5.8,4,0.01262
100000,5e-05,5.5,4,0.01337
100000,5e-05,2.9,4,0.02871
100000,5e-05,0.9,4,0.99999
100000,5e-05,3.0,4,0.99998
100000,5e-05,1.9,4,0.06468
100000,5e-05,8.2,4,0.01046
100000,5e-05,1.2,4,0.99998
100000,5e-05,9.9,4,0.00956
100000,5e-05,5.1,4,0.01403
100000,5e-05,5.2,4,0.01415
100000,5e-05,1.2,4,0.99999
100000,5e-05,3.0,4,0.99999
100000,5e-05,6.2,4,0.01197
100000,5e-05,4.8,4,0.99999
100000,5e-05,3.4,4,0.02284
100000,5e-05,2.3,4,0.04181
100000,5e-05,0.7,4,0.99998
100000,5e-05,3.6,4,0.99999
100000,5e-05,9.5,4,0.0101
100000,5e-05,9.2,4,0.00988
100000,5e-05,6.4,4,0.01171
100000,5e-05,4.6,4,0.01523
100000,5e-05,5.1,4,0.01389
100000,5e-05,5.3,4,0.0131
100000,5e-05,5.0,4,0.01364
100000,5e-05,1.0,4,0.99979
100000,5e-05,8.7,4,0.01059
100000,5e-05,5.0,4,0.01373
100000,5e-05,9.4,4,0.01
100000,5e-05,8.2,4,0.01061
100000,5e-05,6.7,4,0.01201
100000,5e-05,8.4,4,0.01043
100000,5e-05,5.6,4,0.01232
100000,5e-05,7.8,4,0.01055
100000,5e-05,1.9,4,0.99975
100000,5e-05,1.4,4,0.17491
100000,5e-05,6.8,4,0.01147
100000,5e-05,9.7,4,0.00923
100000,5e-05,7.4,4,0.01039
100000,5e-05,5.3,4,0.0137
100000,5e-05,7.7,4,0.01084
100000,5e-05,8.8,4,0.0096
100000,5e-05,4.2,4,0.01716
100000,5e-05,0.9,4,0.99993
100000,5e-05,5.6,4,0.01283
100000,5e-05,3.7,4,0.99999
100000,5e-05,8.4,4,0.01043
100000,5e-05,9.8,4,0.00932
100000,5e-05,5.3,4,0.99997
100000,5e-05,5.1,4,0.01407
100000,5e-05,8.8,4,0.00984
100000,5e-05,3.4,4,0.99999
100000,5e-05,9.6,4,0.00989
100000,5e-05,2.1,4,0.99999
100000,5e-05,0.5,4,0.99999
100000,5e-05,4.5,4,0.01659
100000,5e-05,2.0,4,0.05855
100000,5e-05,0.6,4,0.99999
100000,5e-05,5.3,4,0.01267
100000,5e-05,9.9,4,0.00892
100000,5e-05,1.6,4,0.10518
100000,5e-05,8.0,4,0.00994
100000,5e-05,0.5,4,0.99998
100000,5e-05,2.8,4,0.02836
100000,5e-05,6.8,4,0.01202
100000,5e-05,8.2,4,0.01046
100000,5e-05,6.5,4,0.01183
100000,5e-05,8.3,4,0.01011
100000,5e-05,5.3,4,0.01375
100000,5e-05,5.3,4,0.01348
100000,5e-05,4.8,4,0.01482
100000,5e-05,10.0,4,0.00977
100000,5e-05,4.0,4,0.01814
100000,5e-05,7.4,4,0.0113
100000,5e-05,8.6,4,0.01028
100000,5e-05,6.6,4,0.99998
100000,5e-05,3.3,4,0.99995
100000,5e-05,3.4,4,0.99997
100000,5e-05,2.6,4,0.03294
100000,5e-05,2.2,4,0.04534
100000,5e-05,6.7,4,0.0113
100000,5e-05,3.9,4,0.99999
100000,5e-05,5.3,4,0.01441
100000,5e-05,6.7,4,0.01156
100000,5e-05,7.4,4,0.01092
100000,5e-05,9.3,4,0.00935
100000,5e-05,6.5,4,0.99999
100000,5e-05,5.3,4,0.99999
100000,5e-05,3.3,4,0.02372
100000,5e-05,10.0,4,0.00958
100000,5e-05,2.0,4,0.99999
100000,5e-05,8.6,4,0.01028
100000,5e-05,2.8,4,0.99997
100000,5e-05,5.5,4,0.01327
100000,5e-05,7.9,4,0.00996
100000,5e-05,8.7,4,0.00959
100000,5e-05,6.9,4,0.0109
100000,5e-05,9.1,4,0.01032
100000,5e-05,6.2,4,0.01215
100000,5e-05,3.8,4,0.01852
100000,5e-05,1.2,4,0.99989
100000,5e-05,7.2,4,0.01137
100000,5e-05,7.7,4,0.01023
100000,5e-05,2.6,4,0.99999
100000,5e-05,4.7,4,0.99999
100000,5e-05,6.7,4,0.01242
100000,5e-05,1.4,4,0.99998
100000,5e-05,3.9,4,0.99999
100000,5e-05,6.0,4,0.01252
100000,5e-05,1.8,4,0.07157
100000,5e-05,1.0,4,0.99999
100000,5e-05,4.3,4,0.01715
100000,5e-05,2.4,4,0.99999
100000,5e-05,4.6,4,0.01585
100000,5e-05,8.5,4,0.00992
100000,5e-05,6.5,4,0.01173
100000,5e-05,1.9,4,0.99999
100000,5e-05,2.3,4,0.04229
100000,5e-05,7.9,4,0.01045
100000,5e-05,3.0,4,0.02643
100000,5e-05,6.3,4,0.01168
100000,5e-05,4.7,4,0.01529
100000,5e-05,9.4,4,0.00927
100000,5e-05,7.6,4,0.01032
100000,5e-05,6.1,4,0.01221
100000,5e-05,6.3,4,0.01187
100000,5e-05,3.4,4,0.02288
100000,5e-05,2.4,4,0.99999
100000,5e-05,1.6,4,0.99999
100000,5e-05,2.8,4,0.02881
100000,5e-05,6.6,4,0.99998
100000,5e-05,0.4,4,0.99999
100000,5e-05,8.0,4,0.01044
100000,5e-05,2.8,4,0.03001
100000,5e-05,3.8,4,0.01941
100000,5e-05,7.0,4,0.01059
100000,5e-05,4.8,4,0.99999
100000,5e-05,3.9,4,0.01927
100000,5e-05,8.2,4,0.99999
100000,5e-05,1.4,4,0.99978
100000,5e-05,5.6,4,0.01301
100000,5e-05,7.5,4,0.01088
100000,5e-05,4.2,4,0.0176
100000,5e-05,0.3,4,0.99998
100000,5e-05,7.2,4,0.99996
100000,5e-05,6.0,4,0.01244
100000,5e-05,1.9,4,0.06459
100000,5e-05,6.2,4,0.01181
100000,5e-05,5.2,4,0.01462
100000,5e-05,6.3,4,0.01165
100000,5e-05,9.9,4,0.00896
100000,5e-05,1.1,4,0.99999
100000,5e-05,1.5,4,0.99999
100000,5e-05,4.8,4,0.01497
100000,5e-05,8.9,4,0.01002
100000,5e-05,3.4,4,0.02203
100000,5e-05,4.8,4,0.01506
100000,5e-05,6.4,4,0.01182
100000,5e-05,8.0,4,0.01004
100000,5e-05,8.8,4,0.00985
100000,5e-05,4.2,4,0.99999
100000,5e-05,9.9,4,0.00884
100000,5e-05,0.2,4,0.99999
100000,5e-05,3.8,4,0.99999
100000,5e-05,7.1,4,0.0111
100000,5e-05,2.6,4,0.03488
100000,5e-05,1.1,4,0.99999
100000,5e-05,3.3,4,0.99998
100000,5e-05,2.0,4,0.05768
100000,5e-05,8.4,4,0.01084
100000,5e-05,9.9,4,0.00959
100000,5e-05,5.6,4,0.01256
100000,5e-05,0.2,4,0.99998
100000,5e-05,6.4,4,0.0118
100000,5e-05,4.4,4,0.99998
100000,5e-05,2.4,4,0.04049
100000,5e-05,2.0,4,0.99999
100000,5e-05,5.7,4,0.01369
100000,5e-05,9.3,4,0.00985
100000,5e-05,2.3,4,0.99997
100000,5e-05,2.8,4,0.02964
100000,5e-05,6.3,4,0.01186
100000,5e-05,4.8,4,0.01489
100000,5e-05,3.6,4,0.02031
100000,5e-05,3.5,4,0.02143
100000,5e-05,8.4,4,0.01009
100000,5e-05,5.6,4,0.01282
100000,5e-05,2.7,4,0.99995
100000,5e-05,4.9,4,0.01467
100000,5e-05,7.3,4,0.01101
100000,5e-05,2.6,4,0.99998
100000,5e-05,4.3,4,0.99998
100000,5e-05,4.8,4,0.99999
100000,5e-05,5.0,4,0.01391
100000,5e-05,8.7,4,0.00998
100000,5e-05,3.0,4,0.99999
100000,5e-05,0.5,4,0.99998
100000,5e-05,8.1,4,0.01068
100000,5e-05,4.5,4,0.01629
100000,5e-05,3.1,4,0.0259
100000,5e-05,1.9,4,0.99999
100000,5e-05,3.1,4,0.02539
100000,5e-05,7.3,4,0.01159
100000,5e-05,4.4,4,0.99999
100000,5e-05,1.4,4,0.99999
100000,5e-05,3.2,4,0.02472
100000,5e-05,3.1,4,0.02612
100000,5e-05,9.3,4,0.01029
