n,p,lambd,rho,s,diam
1000,0,1,75.18025437138157,0.989,95
1067,0,1,10,0.895032802249297,117
1000,0,1,11.464881837404716,0.907,77
252,0,1,10,0.8888888888888888,36
567,0,1,10,0.8959435626102292,66
564,0,1,10,0.8936170212765957,46
1000,0,1,75.66443331666459,0.989,88
70,0,1,10,0.9285714285714286,17
584,0,1,10,0.875,73
1000,0,1,52.41634852022937,0.984,101
440,0,1,10,0.884090909090909,63
1000,0,1,17.19205058438389,0.961,81
1939,0,1,10,0.9040742650850954,93
1000,0,1,58.414310914789894,0.975,101
1000,0,1,69.24354846727229,0.985,55
2334,0,1,10,0.895458440445587,133
1000,0,1,94.23969197480469,0.987,83
1000,0,1,35.12157469259982,0.973,95
2924,0,1,10,0.9015047879616963,139
1000,0,1,25.703442934261346,0.968,79
1000,0,1,78.52451910607999,0.989,75
1626,0,1,10,0.8942189421894219,76
1000,0,1,40.95988532681668,0.984,127
970,0,1,10,0.9103092783505154,62
1000,0,1,10.385696714634829,0.917,108
1680,0,1,10,0.9017857142857143,119
1550,0,1,10,0.8993548387096775,72
713,0,1,10,0.9102384291725105,72
745,0,1,10,0.9114093959731544,63
302,0,1,10,0.890728476821192,40
2965,0,1,10,0.9038785834738617,154
935,0,1,10,0.893048128342246,51
1000,0,1,1.1638944481949798,0.014,6
2682,0,1,10,0.8982102908277405,125
1000,0,1,38.197073786062894,0.976,91
1000,0,1,53.102066451541496,0.989,68
1307,0,1,10,0.8967100229533282,104
860,0,1,10,0.8965116279069767,65
1000,0,1,62.014118896508386,0.989,72
1000,0,1,44.19493822351871,0.983,104
143,0,1,10,0.8811188811188811,32
1000,0,1,28.89881985506786,0.973,61
1000,0,1,17.184763565651938,0.937,79
1000,0,1,23.66477955016677,0.961,83
2003,0,1,10,0.8986520219670494,105
1000,0,1,93.7755437543187,0.994,82
1000,0,1,95.07349844293542,0.988,108
1000,0,1,11.19675250423644,0.918,88
1000,0,1,58.35636971390701,0.973,97
1000,0,1,54.90091517870673,0.978,53
1000,0,1,24.672880041187994,0.953,94
1172,0,1,10,0.9010238907849829,53
1000,0,1,35.518062673065366,0.975,92
1000,0,1,40.8409831795313,0.972,106
1887,0,1,10,0.9067302596714362,90
1104,0,1,10,0.9157608695652174,99
1000,0,1,32.398739749743974,0.964,85
1000,0,1,99.001798918347,0.984,109
1775,0,1,10,0.9042253521126761,118
1739,0,1,10,0.8901667625071881,95
908,0,1,10,0.9008810572687225,96
1000,0,1,77.32332135885245,0.991,63
1916,0,1,10,0.9081419624217119,113
627,0,1,10,0.886762360446571,46
1000,0,1,53.07719001943241,0.98,101
1000,0,1,66.72163488544328,0.986,53
1000,0,1,62.755244247626976,0.991,94
1411,0,1,10,0.9064493267186393,97
1792,0,1,10,0.8878348214285714,84
2279,0,1,10,0.8999561211057482,108
1188,0,1,10,0.9023569023569024,90
390,0,1,10,0.8897435897435897,48
1000,0,1,4.468596429700966,0.785,56
17,0,1,10,1.0,10
1406,0,1,10,0.8776671408250356,81
456,0,1,10,0.9166666666666666,63
386,0,1,10,0.917098445595855,54
1000,0,1,29.34529012327317,0.971,76
1000,0,1,4.14783992636909,0.764,91
2485,0,1,10,0.9070422535211268,97
896,0,1,10,0.8984375,56
2663,0,1,10,0.8952309425460008,129
1000,0,1,7.460093788853239,0.873,68
1764,0,1,10,0.9081632653061225,130
1000,0,1,89.25698921184883,0.989,63
1000,0,1,71.39493620241157,0.986,121
331,0,1,10,0.9214501510574018,37
536,0,1,10,0.8861940298507462,66
668,0,1,10,0.9086826347305389,76
2585,0,1,10,0.8982591876208897,76
2998,0,1,10,0.9039359573048699,144
1000,0,1,61.904808442987715,0.991,61
2370,0,1,10,0.8978902953586498,128
2472,0,1,10,0.88915857605178,99
1000,0,1,26.679114094140253,0.97,88
92,0,1,10,0.9456521739130435,31
1000,0,1,15.592871795554519,0.942,87
1000,0,1,86.25707443701772,0.983,58
1000,0,1,19.705248578423486,0.959,78
1000,0,1,26.948079269171522,0.953,76
1000,0,1,8.141905590597087,0.879,88
1000,0,1,46.500572114093806,0.973,61
1000,0,1,47.24030064675612,0.986,84
1000,0,1,77.35152754183305,0.985,96
2578,0,1,10,0.8975950349107835,112
2844,0,1,10,0.9117440225035162,127
1000,0,1,69.91969552734841,0.986,74
1000,0,1,98.22180776080445,0.993,87
1000,0,1,29.03510356817306,0.974,87
1000,0,1,47.41607757114556,0.976,80
597,0,1,10,0.8961474036850922,50
2853,0,1,10,0.8973010865755345,167
1000,0,1,36.317290303860574,0.961,82
37,0,1,10,0.9459459459459459,14
1000,0,1,31.31490053876117,0.972,66
698,0,1,10,0.9183381088825215,52
1000,0,1,54.14264873372987,0.982,59
1000,0,1,35.17572527049162,0.972,90
1000,0,1,23.498080575780666,0.968,114
2147,0,1,10,0.8849557522123894,102
2143,0,1,10,0.8889407372841811,116
1000,0,1,30.200816496639426,0.971,92
1000,0,1,45.654518973149095,0.983,76
1244,0,1,10,0.9035369774919614,61
1000,0,1,72.05360030916647,0.988,97
346,0,1,10,0.884393063583815,40
1000,0,1,70.88070665545425,0.986,82
107,0,1,10,0.9345794392523364,21
1000,0,1,6.902561529987016,0.857,73
1000,0,1,56.93289572195136,0.981,111
1000,0,1,81.01772059271859,0.988,69
2505,0,1,10,0.8994011976047904,101
2799,0,1,10,0.8942479456948911,157
504,0,1,10,0.876984126984127,43
1000,0,1,38.23585606900447,0.98,76
1000,0,1,50.585629054570035,0.978,71
1000,0,1,19.281906391492488,0.949,75
770,0,1,10,0.8935064935064935,57
1081,0,1,10,0.9037927844588344,101
1000,0,1,32.74810338197385,0.971,77
1000,0,1,10.104014261779593,0.884,102
1251,0,1,10,0.9048760991207034,114
657,0,1,10,0.893455098934551,44
286,0,1,10,0.8706293706293706,58
568,0,1,10,0.8855633802816901,57
1982,0,1,10,0.8819374369323916,123
419,0,1,10,0.8544152744630071,50
2152,0,1,10,0.9052044609665427,163
574,0,1,10,0.8850174216027874,43
2365,0,1,10,0.9031712473572938,137
243,0,1,10,0.9053497942386831,42
1000,0,1,12.269413489157499,0.928,71
1913,0,1,10,0.8782017773131208,76
541,0,1,10,0.8817005545286506,52
1747,0,1,10,0.9038351459645106,115
800,0,1,10,0.91875,87
2201,0,1,10,0.8932303498409814,144
1000,0,1,75.2484230140077,0.989,70
1000,0,1,76.75582740160067,0.987,70
1000,0,1,45.65066136680797,0.979,91
2528,0,1,10,0.8979430379746836,148
1000,0,1,66.24732924936178,0.976,64
1000,0,1,21.466701422131685,0.957,120
1000,0,1,76.73897436762542,0.994,78
1000,0,1,58.33635745490483,0.983,81
1103,0,1,10,0.8966455122393472,62
1000,0,1,52.109157968531505,0.978,99
2424,0,1,10,0.8960396039603961,95
1000,0,1,3.065732125515497,0.657,52
1942,0,1,10,0.9067971163748713,104
2481,0,1,10,0.9076985086658605,116
1000,0,1,41.85445270924576,0.986,101
1549,0,1,10,0.9096191091026469,84
1578,0,1,10,0.9062103929024081,100
1000,0,1,76.15921759524802,0.989,75
1000,0,1,27.54870308734626,0.966,73
1000,0,1,8.480304013983487,0.873,104
512,0,1,10,0.892578125,57
1000,0,1,83.05788154342112,0.988,72
1000,0,1,82.16584080842836,0.991,102
1000,0,1,48.27162806866517,0.972,60
1969,0,1,10,0.9019807008633824,78
2382,0,1,10,0.9026028547439127,133
1000,0,1,31.87154224035842,0.967,80
2792,0,1,10,0.8968481375358166,160
2955,0,1,10,0.8988155668358714,133
1524,0,1,10,0.8917322834645669,88
1000,0,1,5.509967442654418,0.806,73
41,0,1,10,0.9024390243902439,16
2506,0,1,10,0.9086193136472466,196
2429,0,1,10,0.901605599011939,106
1000,0,1,7.313045402137119,0.842,122
1000,0,1,99.93245572616387,0.985,86
1000,0,1,52.663793749664976,0.975,94
1035,0,1,10,0.9004830917874396,66
2725,0,1,10,0.9064220183486239,117
1000,0,1,23.423490644150647,0.946,70
1000,0,1,43.595807804906315,0.975,97
1000,0,1,20.876184850006364,0.96,78
1000,0,1,8.56497816538453,0.89,83
986,0,1,10,0.9056795131845842,60
1000,0,1,97.73968838246283,0.992,59
2213,0,1,10,0.8811568007230004,139
1000,0,1,81.21444372577103,0.991,83
1403,0,1,10,0.8973627940128297,82
1000,0,1,15.855610969713197,0.943,73
1264,0,1,10,0.8947784810126582,77
1000,0,1,87.49590038605912,0.989,98
1770,0,1,10,0.9056497175141243,118
1677,0,1,10,0.8962432915921288,74
1000,0,1,11.440232705227615,0.897,77
303,0,1,10,0.8910891089108911,56
1000,0,1,7.787392429531015,0.863,61
98,0,1,10,0.9387755102040817,29
2321,0,1,10,0.8957345971563981,128
1871,0,1,10,0.9016568679850347,124
1000,0,1,86.44696388958107,0.988,67
1000,0,1,93.3461125121007,0.992,76
2041,0,1,10,0.9054385105340519,108
436,0,1,10,0.8944954128440367,45
1859,0,1,10,0.9150080688542227,99
1348,0,1,10,0.8946587537091988,123
1033,0,1,10,0.888673765730881,65
1000,0,1,83.48463490919305,0.99,81
1000,0,1,12.418858387121468,0.912,86
1000,0,1,48.449750749593555,0.98,82
1535,0,1,10,0.9153094462540716,71
10,0,1,10,1.0,6
1000,0,1,33.60102639829429,0.962,92
1000,0,1,74.22603670556805,0.985,68
1000,0,1,36.29590543152163,0.973,100
1000,0,1,26.811706729907225,0.963,97
1005,0,1,10,0.8945273631840795,80
1000,0,1,44.79776783985551,0.968,70
1990,0,1,10,0.9015075376884422,87
86,0,1,10,0.9069767441860465,18
209,0,1,10,0.9043062200956937,34
1000,0,1,26.05309243437317,0.955,72
1000,0,1,80.269384268311,0.985,119
1000,0,1,44.38592834731101,0.976,96
1000,0,1,61.520973244906465,0.981,70
831,0,1,10,0.9001203369434416,71
1860,0,1,10,0.9075268817204301,118
1000,0,1,91.41953301233207,0.989,80
1000,0,1,16.97026326929343,0.943,85
2682,0,1,10,0.8974645786726324,128
806,0,1,10,0.8970223325062034,54
835,0,1,10,0.8982035928143712,59
2303,0,1,10,0.9001302648719062,112
1000,0,1,60.29338281439114,0.987,60
973,0,1,10,0.9116135662898253,64
1192,0,1,10,0.9203020134228188,79
1000,0,1,38.98294301039725,0.965,75
523,0,1,10,0.892925430210325,52
1000,0,1,63.527730130944704,0.988,95
727,0,1,10,0.9023383768913342,48
189,0,1,10,0.8941798941798942,30
2465,0,1,10,0.9123732251521298,116
2949,0,1,10,0.9006442861987114,145
1941,0,1,10,0.9000515198351365,126
129,0,1,10,0.9224806201550387,24
1549,0,1,10,0.8986442866365397,101
1714,0,1,10,0.8879813302217037,94
1293,0,1,10,0.8863109048723898,68
1000,0,1,36.5635910180857,0.968,98
1000,0,1,14.566651535259856,0.93,66
1000,0,1,1.0788089756499586,0.058,14
1851,0,1,10,0.8962722852512156,179
1000,0,1,39.42914088837634,0.983,104
116,0,1,10,0.9310344827586207,27
1000,0,1,20.242581101207545,0.947,63
1000,0,1,62.074641323737076,0.982,84
1000,0,1,7.268470805795502,0.857,97
2970,0,1,10,0.8976430976430977,136
1000,0,1,60.15663309101238,0.983,100
2936,0,1,10,0.896457765667575,133
2681,0,1,10,0.8996643043640433,144
99,0,1,10,0.898989898989899,19
1000,0,1,59.21029239364509,0.982,75
1000,0,1,94.94731829722348,0.992,86
1000,0,1,8.887323265194546,0.871,74
1000,0,1,5.134373944991033,0.804,85
303,0,1,10,0.8613861386138614,36
648,0,1,10,0.9151234567901234,61
1000,0,1,28.472026431082085,0.962,58
1000,0,1,1.5206854838937356,0.423,63
818,0,1,10,0.9290953545232273,69
1000,0,1,96.31744409033183,0.994,91
2216,0,1,10,0.8993682310469314,127
554,0,1,10,0.9133574007220217,61
1000,0,1,65.0746343420774,0.979,78
1000,0,1,98.61477627814975,0.991,68
664,0,1,10,0.9156626506024096,81
1000,0,1,50.75267985441977,0.98,88
1000,0,1,89.83548840179373,0.996,106
1000,0,1,48.684064919064,0.981,99
1000,0,1,77.39172292639212,0.985,86
1000,0,1,96.56133468071793,0.988,91
1455,0,1,10,0.8989690721649485,94
1000,0,1,77.00556826311907,0.987,78
1628,0,1,10,0.8851351351351351,88
1203,0,1,10,0.8985868661679135,106
1162,0,1,10,0.8993115318416524,72
1727,0,1,10,0.8922987840185292,125
1000,0,1,50.94641974408756,0.984,95
2713,0,1,10,0.9037965352008847,148
1000,0,1,22.587142220933142,0.965,63
1000,0,1,2.866214904490405,0.701,62
2726,0,1,10,0.8991195891415994,150
1000,0,1,67.61636661928566,0.982,136
2925,0,1,10,0.9052991452991453,128
1000,0,1,20.88651923918723,0.946,60
2063,0,1,10,0.902569074163839,93
1000,0,1,26.97396278726312,0.953,72
1797,0,1,10,0.8831385642737897,110
568,0,1,10,0.8838028169014085,58
2148,0,1,10,0.898975791433892,95
1000,0,1,3.329613707219292,0.722,75
1000,0,1,28.834950639180114,0.963,58
1000,0,1,74.83168520552796,0.989,92
1000,0,1,81.58922617530379,0.989,92
1662,0,1,10,0.9031287605294825,98
1000,0,1,84.55169057049675,0.977,97
220,0,1,10,0.9136363636363637,41
112,0,1,10,0.9285714285714286,32
1981,0,1,10,0.9086320040383644,90
1000,0,1,85.90907334815161,0.986,85
1000,0,1,99.52390444452193,0.987,86
1441,0,1,10,0.9042331714087439,76
56,0,1,10,0.8928571428571429,15
1000,0,1,35.667075353335505,0.973,77
706,0,1,10,0.8881019830028328,67
34,0,1,10,0.9117647058823529,14
2985,0,1,10,0.892462311557789,110
1000,0,1,80.65914696845286,0.99,83
1910,0,1,10,0.9031413612565445,132
2327,0,1,10,0.8899871078642029,118
1000,0,1,31.41632620199033,0.969,60
1000,0,1,46.41814406799332,0.979,85
2130,0,1,10,0.895774647887324,139
498,0,1,10,0.893574297188755,38
1000,0,1,87.29790844487142,0.992,84
1000,0,1,77.18656402238494,0.987,89
1000,0,1,36.074189765838284,0.973,82
1000,0,1,83.78929322307907,0.985,61
1000,0,1,43.01613782480616,0.989,106
1453,0,1,10,0.8795595320027529,100
2835,0,1,10,0.9079365079365079,149
7,0,1,10,1.0,3
1863,0,1,10,0.9017713365539453,128
1000,0,1,0.7443713246490402,0.0,0
1000,0,1,5.816103935458683,0.797,88
1000,0,1,61.79253327572689,0.982,71
2612,0,1,10,0.8989280245022971,128
480,0,1,10,0.89375,48
1297,0,1,10,0.9067077872012336,60
1763,0,1,10,0.9052750992626205,121
806,0,1,10,0.9007444168734491,77
1000,0,1,89.3730819786243,0.991,62
1000,0,1,38.25619195166986,0.979,57
1000,0,1,20.23457106065272,0.945,76
1000,0,1,46.45116861698126,0.98,64
452,0,1,10,0.9247787610619469,58
858,0,1,10,0.8962703962703963,82
599,0,1,10,0.8881469115191987,76
894,0,1,10,0.9082774049217002,43
1000,0,1,98.40308177991896,0.99,70
1008,0,1,10,0.9156746031746031,83
718,0,1,10,0.9011142061281338,70
1905,0,1,10,0.910761154855643,141
737,0,1,10,0.9240162822252375,67
66,0,1,10,0.9090909090909091,18
1000,0,1,11.678599482850348,0.924,67
2831,0,1,10,0.8993288590604027,123
865,0,1,10,0.9144508670520232,52
2967,0,1,10,0.9019211324570273,131
770,0,1,10,0.8961038961038961,61
144,0,1,10,0.9305555555555556,27
644,0,1,10,0.8928571428571429,57
1000,0,1,79.4943926046254,0.988,91
1000,0,1,86.28974110487164,0.979,68
1000,0,1,15.618158065499,0.941,74
1663,0,1,10,0.9079975947083584,108
2535,0,1,10,0.8859960552268245,149
2367,0,1,10,0.9002957329953528,104
1000,0,1,9.31919764725041,0.89,73
1250,0,1,10,0.884,73
1000,0,1,26.443583408124283,0.96,88
516,0,1,10,0.8953488372093024,72
876,0,1,10,0.906392694063927,77
1120,0,1,10,0.8901785714285714,52
2243,0,1,10,0.8872046366473473,80
1000,0,1,47.64068263854606,0.974,64
1000,0,1,95.07564602185677,0.994,72
2356,0,1,10,0.8981324278438031,119
1000,0,1,78.40765765016937,0.987,77
1000,0,1,38.66388996343485,0.971,93
1000,0,1,26.059532065812817,0.96,84
2659,0,1,10,0.8894321173373448,135
1000,0,1,99.46721996901253,0.99,68
1000,0,1,80.96414246258269,0.984,76
1000,0,1,7.29066861576555,0.872,74
1000,0,1,73.56397295078703,0.989,110
1000,0,1,5.819365987883907,0.81,68
1000,0,1,73.17778857921763,0.986,74
2536,0,1,10,0.9010252365930599,103
1000,0,1,25.21653400491096,0.966,81
1000,0,1,36.0531191133853,0.974,57
2876,0,1,10,0.9109874826147427,129
1927,0,1,10,0.9065905552672548,94
1000,0,1,15.168691511851339,0.932,72
1000,0,1,28.238473620229076,0.965,66
1951,0,1,10,0.9062019477191184,147
1000,0,1,99.37228347980319,0.99,83
2359,0,1,10,0.8952946163628657,87
399,0,1,10,0.87468671679198,55
1255,0,1,10,0.899601593625498,106
939,0,1,10,0.8935037273695421,87
1790,0,1,10,0.8865921787709498,84
1000,0,1,46.60061005961352,0.976,90
1000,0,1,36.741585265228835,0.976,90
1000,0,1,23.51516362988473,0.959,52
623,0,1,10,0.8972712680577849,73
28,0,1,10,1.0,11
759,0,1,10,0.9117259552042161,53
1055,0,1,10,0.8900473933649289,55
1000,0,1,53.62753296179433,0.988,84
2380,0,1,10,0.9004201680672269,131
1000,0,1,28.308555362522647,0.969,88
1000,0,1,77.33315731517934,0.989,83
1670,0,1,10,0.9023952095808383,112
1000,0,1,12.924762744155348,0.932,77
2801,0,1,10,0.8986076401285256,106
11,0,1,10,1.0,7
1000,0,1,88.44835186065761,0.985,77
2736,0,1,10,0.8925438596491229,158
3000,0,1,10,0.906,184
1000,0,1,53.509459889471046,0.986,98
1000,0,1,32.01306594255256,0.959,85
1000,0,1,64.46477249643272,0.975,52
1522,0,1,10,0.9027595269382391,75
1000,0,1,89.0437546569015,0.985,76
2265,0,1,10,0.9033112582781457,121
1000,0,1,57.54923172192026,0.992,98
2952,0,1,10,0.8960027100271003,140
1000,0,1,20.043099963301493,0.949,79
1064,0,1,10,0.9041353383458647,55
2506,0,1,10,0.8938547486033519,153
1000,0,1,87.34602735828678,0.99,67
1000,0,1,86.95869554645014,0.985,108
2382,0,1,10,0.9042821158690176,115
441,0,1,10,0.891156462585034,54
1000,0,1,39.10334218807571,0.969,90
2329,0,1,10,0.8892228424216402,91
1000,0,1,41.76309591632715,0.971,70
863,0,1,10,0.9015063731170336,62
1192,0,1,10,0.9085570469798657,108
1000,0,1,51.61203704635183,0.979,68
1000,0,1,75.42459605062962,0.986,83
1878,0,1,10,0.9078807241746539,125
1000,0,1,42.39451058662754,0.97,68
1000,0,1,56.38918913446606,0.984,91
179,0,1,10,0.8994413407821229,24
893,0,1,10,0.896976483762598,67
1000,0,1,88.37569851380742,0.989,83
1804,0,1,10,0.8891352549889135,124
1000,0,1,42.07639402302122,0.972,99
1000,0,1,7.31496919985406,0.852,83
2843,0,1,10,0.8944776644389729,129
2016,0,1,10,0.8968253968253969,115
1000,0,1,11.830940415818036,0.915,65
2480,0,1,10,0.902016129032258,120
1000,0,1,70.4430782691562,0.99,65
1000,0,1,25.548430167996827,0.955,96
1000,0,1,94.80244848579417,0.992,58
2883,0,1,10,0.8848421782865071,117
1000,0,1,14.121367308028997,0.923,79
1000,0,1,13.493012007309456,0.931,100
1000,0,1,51.187293705794865,0.983,69
1608,0,1,10,0.9104477611940298,87
1281,0,1,10,0.9094457455113193,109
1000,0,1,26.939231550515196,0.962,64
1000,0,1,91.73565126788225,0.989,67
1000,0,1,58.22677304165701,0.985,83
1000,0,1,89.49515417171784,0.993,119
1000,0,1,92.06871768875871,0.992,90
1000,0,1,52.4882234619921,0.98,85
1000,0,1,44.41593041709624,0.974,81
1000,0,1,49.6457506681246,0.982,77
1000,0,1,85.94157964082598,0.987,76
1000,0,1,54.06583774482095,0.982,89
1940,0,1,10,0.8927835051546392,111
2461,0,1,10,0.8898821617228769,131
2714,0,1,10,0.9049373618275608,145
247,0,1,10,0.9392712550607287,46
1000,0,1,16.171078839818374,0.94,57
1000,0,1,37.80252913612428,0.965,89
354,0,1,10,0.9011299435028248,33
520,0,1,10,0.9307692307692308,51
994,0,1,10,0.8933601609657947,61
556,0,1,10,0.8902877697841727,60
1000,0,1,71.56822988462721,0.988,112
987,0,1,10,0.8986828774062816,67
1000,0,1,47.572987003922776,0.975,63
1000,0,1,15.905781670540375,0.929,89
1000,0,1,60.24851081554361,0.984,67
1000,0,1,79.35861929651108,0.986,76
1000,0,1,77.08242816111564,0.986,69
2421,0,1,10,0.8971499380421314,121
1000,0,1,76.02785071725633,0.988,75
1000,0,1,70.00994348598994,0.984,71
2751,0,1,10,0.9073064340239912,138
1000,0,1,77.22660588957223,0.983,97
1000,0,1,39.83109474068661,0.977,87
1000,0,1,98.45767469931751,0.994,106
1000,0,1,31.10547548888064,0.964,60
546,0,1,10,0.8974358974358975,64
478,0,1,10,0.8891213389121339,56
414,0,1,10,0.8792270531400966,45
1000,0,1,11.583074772759627,0.907,62
309,0,1,10,0.8737864077669902,42
580,0,1,10,0.896551724137931,81
493,0,1,10,0.9188640973630832,62
1000,0,1,63.8431269084099,0.987,73
1032,0,1,10,0.8953488372093024,115
1000,0,1,88.09280551834104,0.985,79
1000,0,1,69.66083824322948,0.987,119
2571,0,1,10,0.9089848308051341,105
207,0,1,10,0.9178743961352657,35
1000,0,1,41.553905974397665,0.978,84
1000,0,1,84.55298172084105,0.986,68
1000,0,1,96.8915915294152,0.99,64
1000,0,1,26.290494428499876,0.967,90
1000,0,1,98.52636245802248,0.989,89
1000,0,1,0.8033224737742151,0.0,0
1603,0,1,10,0.9039301310043668,123
1000,0,1,51.22606415239499,0.979,104
1000,0,1,41.03068869886427,0.969,98
2371,0,1,10,0.9046815689582455,115
2264,0,1,10,0.892226148409894,193
1000,0,1,19.277070544010922,0.941,94
286,0,1,10,0.916083916083916,31
1000,0,1,41.573342532824334,0.972,70
1000,0,1,54.81447767027331,0.982,86
1000,0,1,90.39235690147304,0.989,88
1950,0,1,10,0.902051282051282,126
1361,0,1,10,0.9037472446730346,104
2496,0,1,10,0.8938301282051282,112
1000,0,1,75.66994340210162,0.985,92
1000,0,1,57.140774328716915,0.987,72
1185,0,1,10,0.8919831223628693,88
468,0,1,10,0.9081196581196581,59
1000,0,1,18.344981221106604,0.951,74
1000,0,1,1.1188073732577686,0.132,24
691,0,1,10,0.8885672937771346,67
1399,0,1,10,0.90421729807005,127
1000,0,1,49.43939745603544,0.978,68
1000,0,1,50.21989982756219,0.976,92
1000,0,1,50.93325516583599,0.973,81
499,0,1,10,0.8897795591182365,55
1000,0,1,70.14204209464131,0.986,88
1000,0,1,49.51880678006736,0.983,58
1000,0,1,35.09134135862425,0.975,72
1000,0,1,31.628224880228938,0.966,77
2759,0,1,10,0.9068503080826387,161
344,0,1,10,0.9098837209302325,35
1000,0,1,50.321701903299186,0.979,82
1000,0,1,89.38480526192427,0.991,58
2387,0,1,10,0.9074151654796816,125
2748,0,1,10,0.8977438136826783,135
1000,0,1,25.95106455449927,0.964,90
1987,0,1,10,0.8998490186210367,128
1000,0,1,78.0394430658017,0.983,67
1903,0,1,10,0.905412506568576,152
789,0,1,10,0.9011406844106464,43
1000,0,1,74.63766958454826,0.991,70
1000,0,1,99.46368021877826,0.992,73
2808,0,1,10,0.9049145299145299,132
1000,0,1,55.23528399812042,0.981,99
133,0,1,10,0.9172932330827067,27
2245,0,1,10,0.9135857461024499,151
1000,0,1,82.25188956200081,0.993,87
2713,0,1,10,0.9001105786951714,116
1000,0,1,68.638262649768,0.985,83
1000,0,1,86.16580566242334,0.991,90
1000,0,1,62.22557209418689,0.987,99
1000,0,1,63.149745019729764,0.992,81
1000,0,1,51.423920189543956,0.982,84
1000,0,1,89.35398032495502,0.987,70
1000,0,1,29.846170253106397,0.97,85
1000,0,1,53.50016255377854,0.982,93
564,0,1,10,0.900709219858156,54
798,0,1,10,0.8859649122807017,80
1000,0,1,77.5756665313972,0.986,76
1000,0,1,46.65177146653885,0.983,86
1000,0,1,66.17384853485987,0.984,81
1654,0,1,10,0.8972188633615478,99
1457,0,1,10,0.9018531228551819,88
1000,0,1,73.58914668380125,0.982,117
1000,0,1,14.975371167347507,0.938,96
2557,0,1,10,0.9022291748142355,138
1000,0,1,90.73790779545115,0.989,60
1000,0,1,50.14031962905898,0.976,85
376,0,1,10,0.901595744680851,38
992,0,1,10,0.8991935483870968,60
1000,0,1,38.80580169490785,0.98,59
1000,0,1,67.29431125705976,0.981,73
1000,0,1,97.08083251876599,0.987,88
1833,0,1,10,0.900163666121113,133
2890,0,1,10,0.903114186851211,115
1000,0,1,46.475763027373816,0.983,53
2565,0,1,10,0.9060428849902534,190
1491,0,1,10,0.8960429242119383,99
2298,0,1,10,0.8986074847693647,115
638,0,1,10,0.8996865203761756,74
392,0,1,10,0.9081632653061225,32
1000,0,1,62.61140753957369,0.985,79
1000,0,1,51.89589333196155,0.988,84
1000,0,1,54.058686067235726,0.984,78
2630,0,1,10,0.9038022813688213,110
1000,0,1,71.69240974721177,0.992,71
2482,0,1,10,0.9024979854955681,129
1022,0,1,10,0.9041095890410958,118
2399,0,1,10,0.8991246352646937,142
1048,0,1,10,0.8998091603053435,76
1000,0,1,71.48686879938755,0.986,84
1000,0,1,56.20588801991022,0.976,75
1937,0,1,10,0.898812596799174,137
1000,0,1,14.426056344801076,0.919,81
862,0,1,10,0.9106728538283063,70
1000,0,1,3.833934633046099,0.732,74
79,0,1,10,0.8860759493670886,19
1000,0,1,78.63653963304938,0.98,83
1000,0,1,10.75137383442386,0.887,57
1000,0,1,66.48700777741212,0.984,80
1000,0,1,14.513874799892468,0.935,94
1000,0,1,93.32456364458861,0.992,54
1231,0,1,10,0.8813972380178716,71
1435,0,1,10,0.8954703832752613,109
1000,0,1,56.18528511692868,0.984,46
476,0,1,10,0.8802521008403361,41
1206,0,1,10,0.8830845771144279,70
1901,0,1,10,0.8974224092582851,109
1000,0,1,45.43787050399158,0.98,81
1000,0,1,66.8546368547128,0.986,61
1000,0,1,49.0161186877163,0.982,122
1000,0,1,24.616367738141808,0.955,89
544,0,1,10,0.8713235294117647,48
2249,0,1,10,0.9057358826144953,192
210,0,1,10,0.9,34
1000,0,1,36.09357999641036,0.974,71
1000,0,1,82.12674565487848,0.983,88
1885,0,1,10,0.9103448275862069,135
2442,0,1,10,0.8976248976248976,130
2654,0,1,10,0.8997739261492087,112
1000,0,1,54.5075491328451,0.984,86
607,0,1,10,0.8780889621087314,68
2965,0,1,10,0.9072512647554806,117
1000,0,1,68.69760369133297,0.986,104
562,0,1,10,0.8896797153024911,87
2862,0,1,10,0.8885394828791056,128
1000,0,1,15.175118200448667,0.935,46
745,0,1,10,0.9046979865771813,54
101,0,1,10,0.900990099009901,25
1000,0,1,40.263214508926026,0.979,82
1000,0,1,3.2433086299585745,0.709,67
2622,0,1,10,0.9069412662090007,145
658,0,1,10,0.8860182370820668,60
487,0,1,10,0.9034907597535934,54
1000,0,1,82.13763467067373,0.991,71
1000,0,1,52.12714109014255,0.983,76
1000,0,1,31.07384591692699,0.971,77
1000,0,1,37.53251759116194,0.974,75
980,0,1,10,0.8979591836734694,81
1000,0,1,57.330175229129246,0.971,99
2016,0,1,10,0.9072420634920635,129
1000,0,1,47.88515776793527,0.978,106
1000,0,1,42.61066246284537,0.978,57
1000,0,1,67.04525934837304,0.975,59
2756,0,1,10,0.897677793904209,138
1802,0,1,10,0.9006659267480577,115
892,0,1,10,0.8901345291479821,101
689,0,1,10,0.8998548621190131,75
1177,0,1,10,0.8937977909940527,83
1000,0,1,38.527547776278226,0.976,67
2050,0,1,10,0.8921951219512195,122
1000,0,1,6.6858505712808824,0.852,76
2422,0,1,10,0.8943022295623452,120
676,0,1,10,0.8831360946745562,48
1000,0,1,95.61836358746486,0.991,79
449,0,1,10,0.9175946547884187,68
1000,0,1,35.30646230888185,0.97,65
456,0,1,10,0.9122807017543859,37
