S,I,R,t
0.10891027615593553,0.0022310888919310104,0.8846696439624225,13.5
0.1088515721059046,0.00207385333851107,0.8848840103484256,13.6
0.10879703201756086,0.0019276733798600776,0.8850832678518568,13.7
0.10874635937554851,0.0017917752342987924,0.8852684790157673,13.8
0.10869927893666718,0.0016654387824201781,0.885440631987626,13.9
0.10865553518254248,0.0015479939142934015,0.8856006456826091,14.0
0.10861489088769823,0.0014388171157112435,0.8857493745948802,14.1
0.10857712579404638,0.0013373282792016894,0.8858876132799711,14.2
0.10854203538356035,0.0012429877261762143,0.8860161005299837,14.3
0.10850942974157433,0.0011552934272418092,0.8861355232620166,14.4
0.10847913250377256,0.0010737784083541336,0.8862465201389362,14.5
0.10845097988049231,0.0009980083311299924,0.8863496849404395,14.6
0.10842481975248094,0.000927579236264263,0.8864455697012048,14.7
0.1084005108327127,0.000862115439606159,0.8865346876318688,14.8
0.10837792188930163,0.0008012675710398463,0.8866175158375396,14.9
0.10835693102493706,0.0007447107468830596,0.8866944978476169,15.0
0.10833742500862556,0.0006921428670633231,0.8867660459697873,15.1
0.10831929865585373,0.0006432830288538143,0.8868325434802095,15.2
0.10830245425358437,0.0005978700494494756,0.8868943466611244,15.3
0.10828680102677583,0.0005556610901385457,0.8869517866963682,15.4
0.10827225464336843,0.0005164303752754328,0.8870051714345676,15.5
0.10825873675491285,0.0004799679996881245,0.8870547870291515,15.6
0.10824617457023049,0.000446078818557654,0.8871008994636835,15.7
0.1082345004596938,0.0004145814141891315,0.8871437559704587,15.8
0.10822365158789371,0.00038530713445424834,0.8871835863497587,15.9
0.10821356957262954,0.00035809919802473443,0.8872206041966653,16.0
0.10820420016831171,0.00033281186183585596,0.8872550080418543,16.1
0.10819549297200713,0.0003093096465195202,0.8872869824123599,16.2
0.10818740115049064,0.0002874666158287949,0.8873166988178837,16.3
0.10817988118678475,0.0002671657063405327,0.8873443166678391,16.4
0.10817289264478332,0.00024829810397117606,0.8873699841239712,16.5
0.10816639795065665,0.0002307626640735846,0.8873938388930462,16.6
0.10816036218983124,0.00021446537210069558,0.8874160089638131,16.7
0.10815475291842643,0.00019931884202583022,0.8874366132921226,16.8
